Event,FieldStarID,RA,Dec,t_0,t_E,u_0,Isource,Ibase,Icat,Ctype,A_I,Related_event,table_year,ra_deg,dec_deg
KMT-2022-BLG-1481,BLG03K0401.076970,18:00:00.46,-27:47:11.62,9769.79397,33.79,0.002,24.11,20.0,20.37,1,1.78,,2022,270.0019166666666,-27.786561111111112
KMT-2022-BLG-1482,SAO03K0407.031495,18:00:02.89,-27:02:54.38,9775.98321,36.86,0.226,21.09,19.4,19.4,1,2.35,,2022,270.0120416666666,-27.048438888888892
KMT-2022-BLG-1483,BLG03M0204.003476,18:05:45.28,-27:24:32.80,9767.19853,10.15,0.073,21.03,16.07,16.07,1,0.79,,2022,271.4386666666666,-27.40911111111111
KMT-2022-BLG-1484,BLG03M0207.033083,18:06:04.24,-27:05:04.70,9769.15173,8.32,0.194,20.67,18.8,18.8,1,1.12,,2022,271.5176666666666,-27.084638888888886
KMT-2022-BLG-1485,BLG04N0301.001125,18:07:18.54,-31:04:51.71,9796.9225,13.43,0.36,15.49,15.5,15.5,1,0.69,MB22395,2022,271.82725,-31.081030555555554
KMT-2022-BLG-1486,BLG04N0605.002710,18:05:39.17,-30:29:56.80,9837.38646,34.73,0.774,16.53,16.54,16.54,1,1.09,MB22433,2022,271.4132083333333,-30.499111111111112
KMT-2022-BLG-1487,BLG11N0108.091484,17:32:15.33,-30:02:28.57,9772.34335,21.33,0.407,19.94,20.0,21.57,2,2.02,,2022,263.063875,-30.041269444444445
KMT-2022-BLG-1488,BLG14M0204.015166,17:40:46.68,-28:27:36.11,9770.03071,12.99,0.002,22.51,20.0,20.29,2,4.34,,2022,265.1945,-28.460030555555555
KMT-2022-BLG-1489,SAO14M0707.000281,17:37:57.12,-28:03:05.72,9778.12393,5.33,0.422,15.85,15.88,15.88,2,3.25,,2022,264.488,-28.05158888888889
KMT-2022-BLG-1490,SAO14N0603.010911,17:38:40.16,-29:35:57.34,9769.15839,2.88,0.043,19.8,19.85,19.85,2,4.35,,2022,264.66733333333326,-29.59926111111111
KMT-2022-BLG-1491,BLG15K0303.015213,17:35:05.69,-26:26:09.60,9796.26598,55.05,0.089,20.84,20.0,20.46,2,2.88,,2022,263.7737083333333,-26.436
KMT-2022-BLG-1492,SAO18K0604.075349,17:42:39.97,-26:17:13.16,9767.0596,4.1,0.59,19.94,20.0,21.58,2,2.88,,2022,265.66654166666666,-26.286988888888892
KMT-2022-BLG-1493,SAO18M0804.004025,17:46:15.50,-26:15:27.83,9788.89576,19.15,0.892,18.11,18.16,18.16,2,3.54,,2022,266.56458333333325,-26.257730555555554
KMT-2022-BLG-1494,SAO22M0506.005132,17:56:21.03,-32:29:22.70,9774.24123,108.04,0.018,22.24,17.41,17.41,1,1.51,,2022,269.08762499999995,-32.48963888888889
KMT-2022-BLG-1495,BLG32T0306.040637,18:09:44.44,-28:15:37.80,9768.64266,16.52,0.846,19.44,19.45,19.45,1,1.02,,2022,272.4351666666666,-28.2605
KMT-2022-BLG-1496,BLG37N0304.038617,17:47:59.73,-35:58:06.89,9767.6472,6.3,0.093,21.37,19.72,19.72,1,0.98,,2022,266.998875,-35.968580555555555
KMT-2022-BLG-1497,BLG38N0806.002928,17:55:33.66,-22:56:52.22,9775.24886,6.16,1.0,19.18,18.04,18.04,4,4.07,,2022,268.89025,-22.94783888888889
KMT-2022-BLG-1498,BLG42N0607.101749,17:55:25.80,-29:22:22.12,9772.29474,32.71,0.004,20.68,20.0,20.48,1,1.61,MB22374,2022,268.85749999999996,-29.372811111111112
KMT-2022-BLG-1499,SAO43N0105.066731,18:06:03.67,-28:31:18.19,9771.72216,5.26,0.147,19.81,19.95,19.95,1,0.92,,2022,271.51529166666666,-28.521719444444443
KMT-2022-BLG-1500,SAO43T0401.074893,17:59:30.30,-29:06:33.41,9770.71213,17.81,0.002,21.38,19.4,19.4,1,0.96,,2022,269.87624999999997,-29.109280555555557
KMT-2022-BLG-1501,SAO43T0502.011362,17:59:05.27,-28:54:12.31,9779.60981,77.79,0.059,21.14,17.36,17.36,1,1.01,MB22393,2022,269.7719583333333,-28.90341944444444
KMT-2022-BLG-1502,SAO43T0607.052155,17:58:30.63,-28:18:31.21,9771.14635,18.55,0.003,21.89,19.42,19.42,1,1.47,,2022,269.6276249999999,-28.308669444444444
KMT-2022-BLG-1503,SAO43T0807.050019,17:57:15.13,-28:17:03.30,9778.54659,16.81,0.258,19.6,19.37,19.37,1,1.83,,2022,269.3130416666666,-28.28425
KMT-2022-BLG-1504,SAO02M0603.003693,17:56:03.67,-28:37:52.28,9773.28154,33.96,0.996,17.43,16.25,16.25,1,1.7,,2022,269.01529166666666,-28.63118888888889
KMT-2022-BLG-1505,BLG13N0102.032860,17:39:48.48,-35:09:16.78,9765.98934,15.59,0.941,19.94,20.0,20.31,2,1.83,,2022,264.95199999999994,-35.15466111111111
KMT-2022-BLG-1506,BLG15T0404.024048,17:34:52.69,-27:20:52.30,9812.57422,81.1,0.231,20.01,20.0,20.07,1,2.77,,2022,263.71954166666666,-27.34786111111111
KMT-2022-BLG-1507,BLG16M0808.004881,17:37:34.39,-23:42:13.28,9780.67726,80.08,0.969,19.54,19.15,19.15,2,2.38,,2022,264.39329166666664,-23.703688888888887
KMT-2022-BLG-1508,BLG17N0405.001940,17:47:23.11,-33:46:48.68,9858.98867,55.97,0.998,17.45,16.59,16.59,1,2.31,MB22530,2022,266.8462916666666,-33.78018888888889
KMT-2022-BLG-1509,BLG19K0802.028358,17:41:35.19,-24:27:31.61,9792.67482,71.83,0.128,20.98,19.31,19.31,1,1.76,,2022,265.396625,-24.458780555555556
KMT-2022-BLG-1510,SAO03T0506.008386,17:59:29.07,-28:22:03.79,9783.75689,47.95,0.149,20.45,17.16,17.16,1,1.39,,2022,269.871125,-28.367719444444443
KMT-2022-BLG-1511,SAO03T0506.017721,17:59:32.06,-28:19:16.39,9774.01467,14.35,0.492,19.6,18.19,18.19,1,1.4,,2022,269.8835833333333,-28.321219444444445
KMT-2022-BLG-1512,SAO04T0304.064411,18:02:24.02,-30:40:47.89,9825.15438,199.89,0.002,20.16,20.0,20.18,1,1.31,MB22419,2022,270.6000833333333,-30.679969444444446
KMT-2022-BLG-1513,SAO11M0605.011969,17:28:54.35,-29:23:03.41,9782.10475,18.97,0.572,19.09,18.94,18.94,1,2.21,,2022,262.2264583333333,-29.384280555555556
KMT-2022-BLG-1514,BLG13N0403.001621,17:37:52.61,-35:08:24.94,9763.91813,56.64,1.0,18.64,17.21,17.21,2,2.82,,2022,264.4692083333333,-35.14026111111111
KMT-2022-BLG-1515,SAO15T0503.001458,17:34:19.34,-27:31:07.28,9832.95856,128.04,0.686,19.38,17.78,17.78,2,3.46,,2022,263.58058333333327,-27.51868888888889
KMT-2022-BLG-1516,BLG17M0705.010308,17:45:33.46,-32:38:25.15,9779.92839,14.76,0.008,20.1,20.0,20.84,2,4.25,,2022,266.3894166666666,-32.640319444444444
KMT-2022-BLG-1517,BLG17N0503.068479,17:46:55.59,-34:01:39.79,9778.8629,0.51,0.003,19.44,20.0,20.47,1,1.62,,2022,266.73162499999995,-34.02771944444444
KMT-2022-BLG-1518,BLG32M0308.008324,18:14:27.21,-26:57:32.51,9806.81108,34.76,0.305,18.39,17.89,17.89,1,0.62,,2022,273.61337499999996,-26.959030555555554
KMT-2022-BLG-1519,BLG42M0501.026249,17:56:16.16,-29:02:37.72,9779.3724,25.27,0.046,19.86,19.19,19.19,1,2.62,MB22389,2022,269.0673333333333,-29.04381111111111
KMT-2022-BLG-1520,BLG42M0606.080730,17:55:43.27,-28:21:04.64,9753.83145,89.99,0.023,23.68,20.0,21.51,2,2.62,,2022,268.9302916666667,-28.35128888888889
KMT-2022-BLG-1521,BLG02M0304.011637,17:57:37.90,-28:33:16.31,9779.82855,36.39,0.773,18.66,17.88,17.88,1,1.81,,2022,269.4079166666666,-28.554530555555555
KMT-2022-BLG-1522,SAO02N0603.006776,17:56:04.51,-29:50:08.41,9800.32048,15.87,0.32,16.74,16.77,16.77,1,2.09,MB22410,2022,269.0187916666667,-29.835669444444445
KMT-2022-BLG-1523,SAO11M0607.025473,17:28:49.56,-29:04:33.24,9782.99071,45.69,0.047,20.07,19.95,19.95,2,2.08,,2022,262.20649999999995,-29.0759
KMT-2022-BLG-1524,BLG11M0806.017492,17:28:02.98,-29:14:56.80,9778.08091,41.19,0.07,20.99,19.21,19.21,1,1.8,,2022,262.01241666666664,-29.249111111111112
KMT-2022-BLG-1525,BLG19M0405.015414,17:48:51.93,-24:02:30.66,9785.27763,38.9,0.723,19.19,19.28,19.28,2,2.11,,2022,267.21637499999997,-24.04185
KMT-2022-BLG-1526,BLG20T0102.023907,17:45:29.02,-23:27:57.49,9781.0486,64.73,0.434,20.06,18.98,18.98,1,1.46,,2022,266.37091666666663,-23.465969444444443
KMT-2022-BLG-1527,BLG31K0604.010123,18:10:30.13,-25:17:26.59,9776.15067,34.08,0.899,18.92,18.49,18.49,1,1.7,,2022,272.62554166666666,-25.290719444444445
KMT-2022-BLG-1528,BLG33M0403.035251,18:16:05.34,-29:39:22.00,9773.01964,35.12,0.282,20.32,19.58,19.58,1,0.41,,2022,274.02224999999993,-29.65611111111111
KMT-2022-BLG-1529,SAO41M0807.018826,17:54:21.47,-30:24:47.92,9767.60764,9.28,0.256,19.41,19.12,19.12,1,1.61,MB22368,2022,268.5894583333333,-30.41331111111111
KMT-2022-BLG-1530,BLG41T0101.018864,17:53:47.14,-32:14:27.60,9772.17211,36.83,0.536,19.05,19.01,19.01,1,1.81,,2022,268.4464166666666,-32.241
KMT-2022-BLG-1531,SAO42K0306.010233,17:52:30.93,-28:25:29.10,9768.4661,57.28,0.018,22.36,18.46,18.46,2,3.01,,2022,268.128875,-28.42475
KMT-2022-BLG-1532,SAO42T0801.038453,17:49:34.49,-30:09:35.57,9765.31929,140.74,0.002,24.62,20.0,21.5,3,3.86,,2022,267.3937083333333,-30.159880555555553
KMT-2022-BLG-1533,SAO02T0501.012982,17:51:46.61,-30:03:14.40,9767.65825,9.74,0.996,19.6,18.05,18.05,1,2.42,,2022,267.94420833333334,-30.054000000000002
KMT-2022-BLG-1534,BLG14M0507.023383,17:38:51.37,-28:02:45.42,9866.61332,190.47,0.193,20.5,20.0,20.08,2,2.95,,2022,264.7140416666666,-28.04595
KMT-2022-BLG-1535,BLG43N0305.014574,18:05:00.17,-28:31:00.70,9779.14311,37.64,0.01,22.63,18.06,18.06,1,0.9,,2022,271.25070833333325,-28.516861111111112
KMT-2022-BLG-1536,SAO02N0305.021187,17:57:59.61,-29:32:53.30,9778.20399,4.62,0.068,20.96,18.47,18.47,1,1.34,,2022,269.49837499999995,-29.54813888888889
KMT-2022-BLG-1537,SAO02N0506.006289,17:56:48.77,-29:23:18.38,9778.30183,10.72,0.124,19.92,16.57,16.57,1,1.62,,2022,269.2032083333333,-29.38843888888889
KMT-2022-BLG-1538,SAO02N0803.089679,17:54:55.29,-29:47:28.39,9778.79419,15.3,0.051,20.14,19.76,19.76,1,1.37,,2022,268.7303749999999,-29.791219444444447
KMT-2022-BLG-1539,SAO03N0203.049828,18:05:44.57,-28:44:17.20,9778.97541,16.28,0.02,19.46,19.46,19.46,1,1.01,MB22378,2022,271.4357083333333,-28.738111111111113
KMT-2022-BLG-1540,BLG22N0207.011377,17:58:30.26,-33:31:37.99,9790.58164,22.77,0.28,18.55,18.62,18.62,1,1.08,MB22397,2022,269.62608333333327,-33.52721944444444
KMT-2022-BLG-1541,SAO32N0401.016030,18:14:00.58,-28:55:20.21,9780.27159,15.74,0.1,19.6,18.45,18.45,1,0.48,MB22396,2022,273.50241666666665,-28.922280555555556
KMT-2022-BLG-1542,SAO37K0705.019185,17:40:11.15,-34:48:10.48,9780.80949,17.79,0.208,20.04,20.0,20.13,2,2.64,,2022,265.04645833333336,-34.80291111111111
KMT-2022-BLG-1543,SAO37M0802.057094,17:44:52.14,-35:09:27.36,9776.70355,14.15,0.077,21.43,20.0,20.32,2,1.28,,2022,266.21725,-35.157599999999995
KMT-2022-BLG-1544,SAO37T0805.026384,17:39:51.17,-35:50:58.24,9784.42958,26.49,0.029,19.98,20.0,20.54,2,2.19,,2022,264.9632083333333,-35.84951111111111
KMT-2022-BLG-1545,SAO41K0404.003757,17:52:08.36,-30:43:48.11,9779.90414,4.11,0.451,16.72,16.5,16.5,1,1.84,MB22392,2022,268.0348333333333,-30.730030555555555
KMT-2022-BLG-1546,SAO42N0605.029530,17:55:51.04,-29:38:55.90,9778.89566,84.79,0.002,22.49,18.58,18.58,1,1.6,,2022,268.9626666666667,-29.64886111111111
KMT-2022-BLG-1547,SAO42T0407.001920,17:51:49.05,-29:19:42.71,9783.48218,9.45,0.819,17.98,16.09,16.09,1,2.88,MB22411,2022,267.954375,-29.328530555555556
KMT-2022-BLG-1548,SAO43M0506.016572,18:03:39.46,-27:18:03.49,9776.87264,4.88,0.168,18.28,18.28,18.28,1,1.44,MB22377,2022,270.9144166666666,-27.300969444444444
KMT-2022-BLG-1549,SAO01M0508.048476,17:56:44.26,-30:06:21.31,9786.42093,23.34,0.092,20.4,19.26,19.26,1,1.41,,2022,269.1844166666666,-30.105919444444446
KMT-2022-BLG-1550,SAO04M0501.014263,18:05:48.41,-29:54:22.72,9779.64007,9.66,0.186,19.65,18.31,18.31,1,0.82,,2022,271.4517083333333,-29.90631111111111
KMT-2022-BLG-1551,SAO15N0103.013073,17:41:00.90,-27:33:06.77,9781.28489,21.18,0.002,20.35,19.48,19.48,2,3.18,,2022,265.25374999999997,-27.551880555555556
KMT-2022-BLG-1552,SAO16M0101.000987,17:41:18.62,-24:29:22.99,9780.89032,123.92,0.037,20.61,15.93,15.93,1,1.9,,2022,265.3275833333333,-24.489719444444447
KMT-2022-BLG-1553,SAO17N0307.023430,17:48:09.89,-33:29:23.32,9781.65037,11.58,0.145,19.62,19.14,19.14,1,1.71,MB22405,2022,267.0412083333333,-33.48981111111111
KMT-2022-BLG-1554,BLG19T0501.003896,17:43:06.49,-25:40:01.52,9752.14046,21.53,0.547,18.25,17.84,17.84,2,2.66,,2022,265.7770416666666,-25.66708888888889
KMT-2022-BLG-1555,SAO43K0501.018558,17:58:45.25,-27:58:09.91,9777.42596,5.68,0.242,19.99,18.82,18.82,1,2.43,,2022,269.6885416666666,-27.969419444444444
KMT-2022-BLG-1556,SAO16M0505.025039,17:39:04.98,-24:04:52.75,9781.83212,28.36,0.019,20.97,19.96,19.96,2,1.78,,2022,264.77074999999996,-24.081319444444443
KMT-2022-BLG-1557,SAO31K0507.011136,18:10:47.76,-24:59:01.57,9781.0808,9.7,0.722,19.01,18.96,18.96,4,1.92,,2022,272.69899999999996,-24.983769444444444
KMT-2022-BLG-1558,SAO35N0706.042181,18:05:24.67,-26:09:50.18,9782.42454,37.14,0.139,20.79,20.0,20.38,1,2.23,,2022,271.3527916666666,-26.163938888888886
KMT-2022-BLG-1559,SAO37M0503.065438,17:46:37.16,-35:01:22.69,9781.84038,22.47,0.051,19.97,20.0,20.2,1,1.3,MB22394,2022,266.6548333333333,-35.02296944444444
KMT-2022-BLG-1560,SAO37M0508.023986,17:46:46.09,-34:22:43.28,9777.56672,9.69,0.551,19.18,19.15,19.15,1,1.5,,2022,266.6920416666666,-34.37868888888889
KMT-2022-BLG-1561,SAO14K0306.000334,17:35:16.57,-28:05:29.54,9789.16817,7.05,0.997,16.74,15.91,15.91,2,3.33,,2022,263.8190416666666,-28.091538888888888
KMT-2022-BLG-1562,SAO22K0303.047743,17:52:36.56,-32:50:35.81,9776.16853,13.02,0.103,21.34,19.7,19.7,1,1.56,,2022,268.15233333333333,-32.84328055555556
KMT-2022-BLG-1563,SAO14K0801.020434,17:32:28.88,-28:48:01.08,9783.18528,14.18,0.246,20.07,20.0,20.66,2,3.28,,2022,263.12033333333335,-28.8003
KMT-2022-BLG-1564,SAO14M0107.027796,17:41:03.37,-28:02:32.28,9780.87827,36.57,0.035,22.34,20.0,20.83,2,3.74,,2022,265.2640416666667,-28.0423
KMT-2022-BLG-1565,SAO18T0805.084323,17:41:45.82,-27:16:25.68,9780.84234,26.54,0.006,22.77,20.0,22.23,2,3.66,,2022,265.4409166666666,-27.273799999999998
KMT-2022-BLG-1566,SAO19M0204.058927,17:49:36.57,-24:08:52.22,9781.49718,13.22,0.049,21.69,20.0,21.42,2,2.59,,2022,267.40237499999995,-24.147838888888888
KMT-2022-BLG-1567,SSO19N0807.005909,17:46:36.11,-24:55:42.78,9788.18209,18.87,0.111,18.68,18.71,18.71,2,3.05,,2022,266.6504583333333,-24.92855
KMT-2022-BLG-1568,SAO42T0601.060480,17:50:32.22,-30:07:43.61,9781.4648,7.03,0.002,21.28,20.0,20.37,1,2.88,,2022,267.63424999999995,-30.128780555555554
KMT-2022-BLG-1569,SAO01M0608.086668,17:55:56.20,-30:06:00.61,9782.12416,10.49,0.092,22.03,20.0,20.55,1,1.61,,2022,268.9841666666666,-30.100169444444447
KMT-2022-BLG-1570,SAO02K0107.012282,17:54:13.42,-28:10:19.31,9789.26535,25.66,0.264,19.69,19.68,19.68,2,3.16,,2022,268.55591666666663,-28.17203055555556
KMT-2022-BLG-1571,SAO02N0103.037018,17:59:04.46,-29:44:09.82,9784.13062,3.68,0.086,19.73,18.77,18.77,1,1.21,MB22415,2022,269.7685833333333,-29.736061111111113
KMT-2022-BLG-1572,SAO04K0604.054302,18:00:20.13,-29:34:31.58,9781.42893,14.84,0.071,21.19,19.6,19.6,1,1.38,,2022,270.083875,-29.57543888888889
KMT-2022-BLG-1573,SAO11T0206.006288,17:26:26.85,-30:22:04.62,9793.05334,18.68,0.162,18.94,18.95,18.95,2,2.93,,2022,261.61187499999994,-30.36795
KMT-2022-BLG-1574,SSO12N0506.008133,17:29:54.58,-28:09:50.98,9790.48527,24.13,0.039,19.25,19.12,19.12,2,2.11,,2022,262.47741666666667,-28.16416111111111
KMT-2022-BLG-1575,SAO14K0404.026170,17:34:27.40,-28:20:45.20,9783.59206,11.81,0.364,20.02,20.0,20.52,2,2.98,,2022,263.6141666666666,-28.345888888888886
KMT-2022-BLG-1576,SAO14K0807.002044,17:32:27.26,-27:58:56.35,9835.41335,42.87,0.965,17.44,17.28,17.28,2,2.46,,2022,263.11358333333334,-27.982319444444443
KMT-2022-BLG-1577,SSO15N0608.011413,17:38:10.46,-26:51:38.09,9788.00013,13.14,0.338,19.87,19.85,19.85,2,3.18,,2022,264.54358333333334,-26.860580555555558
KMT-2022-BLG-1578,SAO15T0307.006247,17:35:15.83,-27:01:23.09,9787.68073,5.06,0.507,17.78,17.71,17.71,1,2.15,,2022,263.8159583333333,-27.023080555555556
KMT-2022-BLG-1579,SAO18K0704.008096,17:42:16.04,-26:14:51.36,9793.54934,17.62,0.669,19.1,19.15,19.15,3,3.19,,2022,265.5668333333333,-26.247600000000002
KMT-2022-BLG-1580,SAO18T0306.027028,17:44:35.74,-27:03:50.83,9780.28558,47.58,0.044,21.74,20.0,21.09,2,3.46,,2022,266.14891666666665,-27.064119444444444
KMT-2022-BLG-1581,SAO22K0502.051748,17:51:35.20,-33:03:21.38,9795.14358,31.88,0.053,20.03,20.0,20.05,1,1.79,MB22430,2022,267.89666666666665,-33.05593888888889
KMT-2022-BLG-1582,SAO22T0504.081310,17:51:26.12,-33:48:42.70,9784.21217,39.63,0.027,21.91,20.0,25.0,3,2.45,MB22416,2022,267.85883333333334,-33.81186111111111
KMT-2022-BLG-1583,SAO32K0806.048780,18:06:43.28,-27:13:41.92,9788.88381,25.49,0.068,19.33,19.28,19.28,1,0.96,MB22413,2022,271.6803333333333,-27.22831111111111
KMT-2022-BLG-1584,SAO32M0505.015592,18:13:08.90,-27:19:37.99,9783.38356,16.09,0.356,18.19,18.2,18.2,1,0.59,MB22387,2022,273.28708333333327,-27.327219444444445
KMT-2022-BLG-1585,SAO33K0703.028362,18:09:30.27,-29:37:00.70,9824.16521,122.98,0.12,19.14,19.0,19.0,1,0.68,,2022,272.37612499999994,-29.616861111111113
KMT-2022-BLG-1586,SAO34M0803.034262,18:04:09.11,-31:50:47.90,9784.42121,8.97,0.086,19.32,19.33,19.33,1,0.88,MB22406,2022,271.0379583333333,-31.846638888888886
KMT-2022-BLG-1587,SAO36N0304.040274,18:18:59.56,-24:24:42.01,9784.11996,5.29,0.005,20.17,20.0,20.06,1,0.99,MB22417,2022,274.74816666666663,-24.411669444444442
KMT-2022-BLG-1588,SAO36N0805.011071,18:16:29.80,-24:17:14.39,9781.83379,45.81,0.048,21.94,18.5,18.5,1,1.22,,2022,274.1241666666666,-24.287330555555556
KMT-2022-BLG-1589,BLG37K0305.004690,17:42:43.96,-34:44:45.64,9830.00221,96.37,0.589,18.07,17.81,17.81,2,1.95,,2022,265.68316666666664,-34.74601111111111
KMT-2022-BLG-1590,SAO02K0606.008509,17:51:19.40,-28:19:44.65,9783.68233,47.42,0.183,21.84,19.34,19.34,2,3.73,,2022,267.8308333333333,-28.329069444444443
KMT-2022-BLG-1591,SAO11K0505.029825,17:25:00.22,-29:20:29.51,9787.75776,32.42,0.261,20.17,19.49,19.49,1,1.82,,2022,261.2509166666667,-29.341530555555554
KMT-2022-BLG-1592,BLG14M0801.053484,17:37:08.11,-28:45:46.40,9784.26376,47.26,0.177,21.82,20.0,21.23,2,3.06,,2022,264.2837916666666,-28.762888888888888
KMT-2022-BLG-1593,SAO18K0603.010977,17:42:31.20,-26:24:03.74,9816.94011,51.84,0.346,19.39,19.18,19.18,2,2.9,,2022,265.62999999999994,-26.401038888888888
KMT-2022-BLG-1594,SAO22K0704.014816,17:50:23.83,-32:48:40.10,9781.23818,156.34,0.046,23.49,19.15,19.15,1,2.13,,2022,267.5992916666666,-32.811138888888884
KMT-2022-BLG-1595,SAO35M0503.008363,18:06:31.40,-25:27:54.83,9785.46495,16.37,0.452,18.25,18.21,18.21,4,2.12,,2022,271.6308333333333,-25.465230555555554
KMT-2022-BLG-1596,SAO35M0804.035424,18:04:50.70,-25:18:16.92,9778.88444,45.55,0.003,23.71,20.0,21.52,2,3.02,,2022,271.21124999999995,-25.3047
KMT-2022-BLG-1597,SAO35N0307.041809,18:07:33.49,-26:05:08.41,9788.52956,13.9,0.155,19.41,19.65,19.65,1,1.62,,2022,271.8895416666666,-26.085669444444445
KMT-2022-BLG-1598,SAO41T0305.031897,17:52:39.92,-31:42:35.71,9790.45383,26.22,0.273,20.75,19.55,19.55,1,2.08,,2022,268.1663333333333,-31.709919444444445
KMT-2022-BLG-1599,SAO42T0507.009997,17:51:17.92,-29:25:06.10,9791.42218,8.56,0.528,18.08,18.1,18.1,1,3.49,,2022,267.82466666666664,-29.418361111111114
KMT-2022-BLG-1600,SAO42T0601.013198,17:50:40.03,-30:12:16.81,9793.88368,10.09,0.196,18.23,18.18,18.18,1,2.57,,2022,267.6667916666666,-30.204669444444445
KMT-2022-BLG-1601,SAO43M0802.003512,18:02:19.87,-27:49:03.79,9844.4239,49.35,0.274,16.52,16.08,16.08,1,1.31,MB22400,2022,270.58279166666665,-27.817719444444442
KMT-2022-BLG-1602,SAO02K0404.063019,17:52:23.75,-28:30:41.29,9789.12624,141.06,0.002,23.79,20.0,22.1,3,3.59,,2022,268.0989583333333,-28.511469444444444
KMT-2022-BLG-1603,SAO02N0604.024894,17:55:49.92,-29:42:43.81,9787.89922,4.5,0.833,18.53,18.41,18.41,1,1.53,,2022,268.95799999999997,-29.712169444444445
KMT-2022-BLG-1604,SAO02N0807.012771,17:54:36.71,-29:16:57.90,9783.82605,43.91,0.438,19.53,17.82,17.82,1,1.75,,2022,268.6529583333333,-29.28275
KMT-2022-BLG-1605,SAO02T0104.062833,17:54:12.72,-29:36:11.20,9787.15885,6.43,0.171,20.54,19.31,19.31,1,1.56,,2022,268.55299999999994,-29.60311111111111
KMT-2022-BLG-1606,SAO02T0204.059194,17:53:17.69,-29:36:43.99,9787.04329,16.09,0.041,21.74,19.42,19.42,1,1.96,,2022,268.3237083333333,-29.612219444444445
KMT-2022-BLG-1607,SAO03N0401.041187,18:04:41.81,-28:56:37.61,9804.32849,27.26,0.154,18.98,18.9,18.9,1,0.67,MB22434,2022,271.1742083333333,-28.943780555555556
KMT-2022-BLG-1608,SAO04T0602.019483,18:00:34.28,-30:58:37.20,9781.87998,12.68,0.016,21.64,18.93,18.93,1,1.4,MB22403,2022,270.14283333333333,-30.976999999999997
KMT-2022-BLG-1609,SAO04T0603.032695,18:00:30.30,-30:50:31.88,9785.81369,11.14,0.084,22.28,19.41,19.41,1,1.46,,2022,270.12624999999997,-30.842188888888888
KMT-2022-BLG-1610,SAO14K0101.078670,17:36:34.87,-28:43:49.48,9790.61351,30.58,0.046,22.08,20.0,21.74,2,3.06,,2022,264.14529166666665,-28.73041111111111
KMT-2022-BLG-1611,SAO15N0501.043429,17:39:11.53,-27:46:07.14,9774.58318,77.5,0.053,23.15,20.0,20.6,2,2.72,,2022,264.7980416666666,-27.768649999999997
KMT-2022-BLG-1612,SAO18T0601.011080,17:42:37.81,-27:46:50.45,9802.59618,28.41,0.354,19.76,19.61,19.61,2,3.96,,2022,265.6575416666666,-27.780680555555556
KMT-2022-BLG-1613,SAO21K0603.006032,17:50:53.05,-34:57:37.40,9785.19547,54.2,0.467,19.64,17.52,17.52,1,0.92,,2022,267.7210416666666,-34.96038888888889
KMT-2022-BLG-1614,SAO32T0802.022374,18:06:52.83,-28:49:10.81,9790.71665,8.48,0.047,18.59,18.56,18.56,1,0.82,MB22422,2022,271.720125,-28.819669444444443
KMT-2022-BLG-1615,SAO34T0401.004665,18:01:41.77,-33:09:52.81,9787.90757,16.33,0.007,21.74,18.06,18.06,1,1.04,,2022,270.4240416666666,-33.16466944444444
KMT-2022-BLG-1616,SAO41K0802.009902,17:49:34.77,-31:04:23.70,9792.59955,19.72,0.715,19.33,19.35,19.35,2,3.83,,2022,267.39487499999996,-31.073249999999998
KMT-2022-BLG-1617,SAO41K0808.011539,17:49:41.47,-30:17:25.58,9789.55917,8.45,0.413,19.05,19.09,19.09,1,3.7,,2022,267.4227916666666,-30.29043888888889
KMT-2022-BLG-1618,SAO42K0106.003871,17:53:39.44,-28:27:08.64,9784.80442,15.92,0.698,18.31,17.2,17.2,2,2.45,,2022,268.4143333333333,-28.4524
KMT-2022-BLG-1619,SAO42M0701.033823,17:54:56.25,-29:04:06.31,9785.60525,15.94,0.102,22.03,19.2,19.2,1,2.16,,2022,268.73437499999994,-29.068419444444444
KMT-2022-BLG-1620,SAO42N0503.080254,17:56:10.85,-29:55:39.11,9786.66527,2.72,0.236,19.96,20.0,20.33,1,1.77,,2022,269.04520833333333,-29.927530555555556
KMT-2022-BLG-1621,SAO42N0603.091714,17:55:40.50,-29:52:35.29,9786.11953,16.73,0.029,21.07,20.0,20.31,1,1.35,,2022,268.91875,-29.876469444444446
KMT-2022-BLG-1622,SAO04K0506.029683,18:01:16.97,-29:18:13.50,9810.80726,32.6,0.136,18.91,18.88,18.88,1,1.48,MB22441,2022,270.3207083333333,-29.30375
KMT-2022-BLG-1623,SAO11K0804.001893,17:22:58.82,-29:24:19.62,9810.01128,49.21,0.378,18.63,16.97,16.97,2,1.89,,2022,260.7450833333333,-29.40545
KMT-2022-BLG-1624,SAO11N0708.039923,17:28:18.66,-30:06:24.73,9785.32524,41.96,0.478,20.09,20.0,20.43,2,2.12,,2022,262.07775,-30.106869444444445
KMT-2022-BLG-1625,SAO14K0506.007427,17:34:22.42,-28:11:36.38,9809.97214,22.01,0.268,18.69,18.7,18.7,2,2.75,,2022,263.5934166666666,-28.19343888888889
KMT-2022-BLG-1626,SAO15T0601.003163,17:33:27.29,-27:43:05.74,9799.39229,14.03,0.625,17.83,17.81,17.81,4,2.69,,2022,263.3637083333333,-27.718261111111108
